स्पृहणीय,Conceivable
स्मारकीय,Monumental
स्मार्ट,Smart
स्वच्छता,Cleanliness
स्वच्छ,clean
स्वतंत्रता,Freedom
स्वभाग्यनिर्णय,Self determination
स्वर्गीय,Heavenly
स्वर्ग,heaven
स्वस्थ,healthy
स्वांग,Farce
स्वादिष्ट,Delicious
स्वाद,The taste
स्वायत्त,Autonomous
स्वास्थ,Health
स्वेच्छाचारिता,Masterfully
स्वेच्छा,Willingly
हँसमुख,Cheerful
हँसाना,To laugh
हँसी,Laughter
हंसमुख,Cheerful
हक़बहाल,Right now
हड़ताली,Striking
हर्षपूर्वक,Cheerfully
हर्षातिरेक,Rapture
हर्षित,Joyful
हर्षोन्माद,Euphoria
हर्ष,Joy
हाथनीचे,Hands down
हार्दिक,Hearty
हार,Necklace
हावी,Dominate
हास्य,Humor
हितकर,Beneficial
हितों,Interests
हिम्मतबँधाना,Be courageous
हिम्मत,courage
हुर्रे,Hurray
होनहार,Promising
होशियार,smart
आलिंगन,hug
प्रचंड़,Raging
बचाव,Rescue
बेमिसाल,Matchless
भव्य,Grand
भाग्यवाद के अनुसार,By luck
भाग्यवाद संबंधी,Fatalistic
भावनाओं,Feelings
भावना,feeling
भावुकतापूर्ण,Sentimental
भावुक,Emotional
भोला,Innocent
भोलेपन,Naivety
मदहोश,Drunk
महाभियोग,Impeachment
रहमदिल,Merciful
रोबदार,Overbearing
लजीली,Fun
वाहवाही,Bravado
शहादत,Martyrdom
शातिर,Vicious
शान,pride
शास्त्रार्थ,Debate
संरक्षण,protection
सजगकरनेवाला,Reverend
समझाना,explain
सावधानी,Caution
साहसपूर्वक,Boldly
सिद्धांतवादी,Theorist
सीधा,Straight
सुगंधित,Scented
भोले,Naive
मौलिक,Original
माफ,Sorry
